origin,destination,price,airlines,stops,duration,search_url
HBE,SCL,"AED 10,709",SAUDIA,3 stops,42h 15m,https://www.kayak.ae/flights/HBE-SCL/2025-04-22/2025-04-29?sort=price_a
HBE,SCL,"AED 10,709",SAUDIA,3 stops,51h 10m,https://www.kayak.ae/flights/HBE-SCL/2025-04-22/2025-04-29?sort=price_a
HBE,SCL,"AED 10,935",طيران الجزيرة‎,2 stops,40h 50m,https://www.kayak.ae/flights/HBE-SCL/2025-04-22/2025-04-29?sort=price_a
HBE,SCL,,,,,https://www.kayak.ae/flights/HBE-SCL/2025-04-22/2025-04-29?sort=price_a
HBE,SCL,,,,,https://www.kayak.ae/flights/HBE-SCL/2025-04-22/2025-04-29?sort=price_a
HBE,LON,"AED 2,460",Air Arabia,2 stops,26h 45m,https://www.kayak.ae/flights/HBE-LON/2025-04-22/2025-04-29?sort=price_a
HBE,LON,"AED 2,554",Air Arabia,2 stops,26h 45m,https://www.kayak.ae/flights/HBE-LON/2025-04-22/2025-04-29?sort=price_a
HBE,LON,"AED 2,624",SAUDIA,2 stops,24h 55m,https://www.kayak.ae/flights/HBE-LON/2025-04-22/2025-04-29?sort=price_a
HBE,LON,"AED 2,663",Air Arabia,2 stops,27h 45m,https://www.kayak.ae/flights/HBE-LON/2025-04-22/2025-04-29?sort=price_a
HBE,LON,,,,,https://www.kayak.ae/flights/HBE-LON/2025-04-22/2025-04-29?sort=price_a
HBE,LON,,,,,https://www.kayak.ae/flights/HBE-LON/2025-04-22/2025-04-29?sort=price_a
HBE,JNB,"AED 4,130",flydubai,1 stop,17h 10m,https://www.kayak.ae/flights/HBE-JNB/2025-04-22/2025-04-29?sort=price_a
HBE,JNB,"AED 4,130",flydubai,1 stop,17h 10m,https://www.kayak.ae/flights/HBE-JNB/2025-04-22/2025-04-29?sort=price_a
HBE,JNB,"AED 4,130",flydubai,1 stop,21h 45m,https://www.kayak.ae/flights/HBE-JNB/2025-04-22/2025-04-29?sort=price_a
HBE,JNB,"AED 4,130",flydubai,1 stop,17h 10m,https://www.kayak.ae/flights/HBE-JNB/2025-04-22/2025-04-29?sort=price_a
HBE,JNB,,,,,https://www.kayak.ae/flights/HBE-JNB/2025-04-22/2025-04-29?sort=price_a
HBE,JNB,,,,,https://www.kayak.ae/flights/HBE-JNB/2025-04-22/2025-04-29?sort=price_a
HBE,GRU,"AED 7,250",flydubai,1 stop,23h 35m,https://www.kayak.ae/flights/HBE-GRU/2025-04-22/2025-04-29?sort=price_a
HBE,GRU,"AED 9,060",Turkish Airlines,2 stops,31h 00m,https://www.kayak.ae/flights/HBE-GRU/2025-04-22/2025-04-29?sort=price_a
HBE,GRU,"AED 9,060",Turkish Airlines,2 stops,31h 00m,https://www.kayak.ae/flights/HBE-GRU/2025-04-22/2025-04-29?sort=price_a
HBE,GRU,"AED 9,060",Turkish Airlines,2 stops,31h 00m,https://www.kayak.ae/flights/HBE-GRU/2025-04-22/2025-04-29?sort=price_a
HBE,GRU,,,,,https://www.kayak.ae/flights/HBE-GRU/2025-04-22/2025-04-29?sort=price_a
HBE,GRU,,,,,https://www.kayak.ae/flights/HBE-GRU/2025-04-22/2025-04-29?sort=price_a
HBE,BRU,"AED 2,196",طيران الجزيرة‎,2 stops,38h 20m,https://www.kayak.ae/flights/HBE-BRU/2025-04-22/2025-04-29?sort=price_a
HBE,BRU,"AED 2,350",طيران الجزيرة‎,2 stops,37h 05m,https://www.kayak.ae/flights/HBE-BRU/2025-04-22/2025-04-29?sort=price_a
HBE,BRU,"AED 2,660",SAUDIA,2 stops,29h 20m,https://www.kayak.ae/flights/HBE-BRU/2025-04-22/2025-04-29?sort=price_a
HBE,BRU,"AED 2,710",Air Arabia,2 stops,23h 50m,https://www.kayak.ae/flights/HBE-BRU/2025-04-22/2025-04-29?sort=price_a
HBE,BRU,,,,,https://www.kayak.ae/flights/HBE-BRU/2025-04-22/2025-04-29?sort=price_a
HBE,BRU,,,,,https://www.kayak.ae/flights/HBE-BRU/2025-04-22/2025-04-29?sort=price_a
HBE,TUN,"AED 2,590",Turkish Airlines,1 stop,7h 10m,https://www.kayak.ae/flights/HBE-TUN/2025-04-22/2025-04-29?sort=price_a
HBE,TUN,"AED 2,590",Turkish Airlines,1 stop,14h 35m,https://www.kayak.ae/flights/HBE-TUN/2025-04-22/2025-04-29?sort=price_a
HBE,TUN,"AED 2,590",Turkish Airlines,1 stop,7h 10m,https://www.kayak.ae/flights/HBE-TUN/2025-04-22/2025-04-29?sort=price_a
HBE,JED,,,,,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,AED 651,Air Arabia,direct,2h 25m,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,AED 710,Air Arabia,direct,2h 25m,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,AED 773,Air Arabia,direct,2h 25m,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,,,,,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,,,,,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,,,,,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,AED 847,SAUDIA,direct,2h 35m,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,,,,,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,AED 853,SAUDIA,direct,2h 35m,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
HBE,JED,,,,,https://www.kayak.ae/flights/HBE-JED/2025-04-22/2025-04-29?sort=price_a
CAI,LAX,"AED 3,160",ITA Airways,1 stop,18h 30m,https://www.kayak.ae/flights/CAI-LAX/2025-04-23/2025-04-30?sort=price_a
CAI,LAX,"AED 3,357",Delta,1 stop,19h 35m,https://www.kayak.ae/flights/CAI-LAX/2025-04-23/2025-04-30?sort=price_a
CAI,LAX,"AED 3,357",Delta,1 stop,19h 35m,https://www.kayak.ae/flights/CAI-LAX/2025-04-23/2025-04-30?sort=price_a
CAI,LAX,"AED 3,587",Air France,1 stop,22h 35m,https://www.kayak.ae/flights/CAI-LAX/2025-04-23/2025-04-30?sort=price_a
CAI,LAX,,,,,https://www.kayak.ae/flights/CAI-LAX/2025-04-23/2025-04-30?sort=price_a
CAI,LAX,,,,,https://www.kayak.ae/flights/CAI-LAX/2025-04-23/2025-04-30?sort=price_a
CAI,MNL,,,,,https://www.kayak.ae/flights/CAI-MNL/2025-04-23/2025-04-30?sort=price_a
CAI,MNL,,,,,https://www.kayak.ae/flights/CAI-MNL/2025-04-23/2025-04-30?sort=price_a
CAI,MNL,,,,,https://www.kayak.ae/flights/CAI-MNL/2025-04-23/2025-04-30?sort=price_a
CAI,MNL,,,,,https://www.kayak.ae/flights/CAI-MNL/2025-04-23/2025-04-30?sort=price_a
CAI,MNL,,,,,https://www.kayak.ae/flights/CAI-MNL/2025-04-23/2025-04-30?sort=price_a
CAI,MNL,,,,,https://www.kayak.ae/flights/CAI-MNL/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,820",China Eastern,1 stop,31h 05m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 4,503",Emirates,1 stop,13h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 4,503",Emirates,1 stop,14h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 4,503",Emirates,1 stop,16h 45m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,,,,,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,,,,,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SZX,,,,,https://www.kayak.ae/flights/CAI-SZX/2025-04-23/2025-04-30?sort=price_a
CAI,SZX,,,,,https://www.kayak.ae/flights/CAI-SZX/2025-04-23/2025-04-30?sort=price_a
CAI,SZX,,,,,https://www.kayak.ae/flights/CAI-SZX/2025-04-23/2025-04-30?sort=price_a
CAI,SZX,,,,,https://www.kayak.ae/flights/CAI-SZX/2025-04-23/2025-04-30?sort=price_a
CAI,SZX,,,,,https://www.kayak.ae/flights/CAI-SZX/2025-04-23/2025-04-30?sort=price_a
CAI,SZX,,,,,https://www.kayak.ae/flights/CAI-SZX/2025-04-23/2025-04-30?sort=price_a
CAI,TPE,"AED 3,740",China Eastern,1 stop,22h 10m,https://www.kayak.ae/flights/CAI-TPE/2025-04-23/2025-04-30?sort=price_a
CAI,TPE,"AED 3,740",China Eastern,1 stop,22h 10m,https://www.kayak.ae/flights/CAI-TPE/2025-04-23/2025-04-30?sort=price_a
CAI,TPE,"AED 4,040",Emirates,1 stop,15h 05m,https://www.kayak.ae/flights/CAI-TPE/2025-04-23/2025-04-30?sort=price_a
CAI,TPE,"AED 4,040",Emirates,1 stop,17h 35m,https://www.kayak.ae/flights/CAI-TPE/2025-04-23/2025-04-30?sort=price_a
CAI,TPE,,,,,https://www.kayak.ae/flights/CAI-TPE/2025-04-23/2025-04-30?sort=price_a
CAI,TPE,,,,,https://www.kayak.ae/flights/CAI-TPE/2025-04-23/2025-04-30?sort=price_a
CAI,YVR,"AED 3,752",Delta,2 stops,27h 38m,https://www.kayak.ae/flights/CAI-YVR/2025-04-23/2025-04-30?sort=price_a
CAI,YVR,,,,,https://www.kayak.ae/flights/CAI-YVR/2025-04-23/2025-04-30?sort=price_a
CAI,YVR,,,,,https://www.kayak.ae/flights/CAI-YVR/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,820",Ethiopian Air,3 stops,35h 25m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,826",Ethiopian Air,3 stops,35h 25m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,830",Iberia,1 stop,26h 40m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,"AED 5,870",Iberia,1 stop,37h 55m,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,,,,,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,LIM,,,,,https://www.kayak.ae/flights/CAI-LIM/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 4,996",Air France,1 stop,23h 50m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 5,842",Iberia,1 stop,24h 30m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 5,842",Iberia,1 stop,24h 30m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,"AED 5,842",Iberia,1 stop,24h 30m,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,,,,,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,BOG,,,,,https://www.kayak.ae/flights/CAI-BOG/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 5,207",Air France,2 stops,43h 05m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,,,,,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,,,,,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,070",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,070",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,090",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,270",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,270",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,290",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,310",Iberia,2 stops,43h 54m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,310",Iberia,2 stops,43h 54m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,330",Iberia,2 stops,43h 54m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,350",Iberia,1 stop,24h 55m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,UIO,"AED 6,860",Iberia,2 stops,34h 44m,https://www.kayak.ae/flights/CAI-UIO/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,12h 55m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,,,,,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,,,,,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,12h 55m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 3,970",Emirates,1 stop,12h 55m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,210",Emirates,2 stops,19h 20m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,210",Emirates,2 stops,26h 15m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,334",Emirates,1 stop,9h 10m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,KTM,"AED 4,334",Emirates,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-KTM/2025-04-23/2025-04-30?sort=price_a
CAI,DAC,,,,,https://www.kayak.ae/flights/CAI-DAC/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 3,883",Ethiopian Air,2 stops,37h 55m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 4,415",Ethiopian Air,2 stops,37h 55m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 4,415",Ethiopian Air,2 stops,37h 55m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 4,464",Ethiopian Air,2 stops,20h 30m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,,,,,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,,,,,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,LAD,"AED 5,807",Ethiopian Air,1 stop,11h 05m,https://www.kayak.ae/flights/CAI-LAD/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,719",Qatar Airways,1 stop,9h 40m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,719",Qatar Airways,1 stop,10h 50m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,719",Qatar Airways,1 stop,16h 30m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,NBO,"AED 1,729",Qatar Airways,1 stop,21h 45m,https://www.kayak.ae/flights/CAI-NBO/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 2,787",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 3,170",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 3,170",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,"AED 3,185",Ethiopian Air,1 stop,10h 45m,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,,,,,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,ABV,,,,,https://www.kayak.ae/flights/CAI-ABV/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 1,986",Ethiopian Air,1 stop,14h 35m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 2,176",Ethiopian Air,1 stop,14h 35m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 2,219",Oman Air,2 stops,13h 30m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,"AED 2,223",Oman Air,1 stop,32h 30m,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,,,,,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,DAR,,,,,https://www.kayak.ae/flights/CAI-DAR/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 3,180",Egyptair,direct,5h 50m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 3,790",Ethiopian Air,1 stop,28h 55m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 3,950",Ethiopian Air,1 stop,11h 00m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,"AED 4,040",Ethiopian Air,1 stop,28h 55m,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,,,,,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,ACC,,,,,https://www.kayak.ae/flights/CAI-ACC/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,500",Oman Air,2 stops,15h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,711",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,744",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,744",Qatar Airways,1 stop,13h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,,,,,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,,,,,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,765",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,765",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,766",Qatar Airways,1 stop,12h 30m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,910",Emirates,1 stop,14h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,910",Emirates,1 stop,19h 55m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,920",Emirates,2 stops,21h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,13h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,14h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,14h 15m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,19h 55m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,SGN,"AED 3,930",Emirates,1 stop,19h 55m,https://www.kayak.ae/flights/CAI-SGN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,,,,,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,,,,,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,,,,,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,,,,,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,,,,,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,EVN,,,,,https://www.kayak.ae/flights/CAI-EVN/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,454",Ajet,1 stop,22h 00m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,470",flynas,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,470",flynas,1 stop,13h 05m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,"AED 1,494",flynas,1 stop,11h 40m,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,,,,,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,TBS,,,,,https://www.kayak.ae/flights/CAI-TBS/2025-04-23/2025-04-30?sort=price_a
CAI,BAH,"AED 1,004",flynas,1 stop,6h 20m,https://www.kayak.ae/flights/CAI-BAH/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,"AED 1,251",Oman Air,direct,3h 55m,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,,,,,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,MCT,,,,,https://www.kayak.ae/flights/CAI-MCT/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,,,,,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,,,,,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,,,,,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,,,,,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,,,,,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,RUH,,,,,https://www.kayak.ae/flights/CAI-RUH/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,,,,,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,212",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,,,,,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,,,,,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,,,,,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,393",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,,,,,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,393",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,409",Egyptair,direct,1h 30m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,466",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
CAI,BEY,"AED 1,466",MEA,direct,1h 15m,https://www.kayak.ae/flights/CAI-BEY/2025-04-23/2025-04-30?sort=price_a
